                                    USC Unified CodeCount (UCC)                                    
                    (c) Copyright 1998 - 2016 University of Southern California                    

                                      COMPLEXITY COUNT RESULTS                                      
                              Generated by UCC v.2017.01 on 11 29 2018                              
                                                UCC                                                

Math,Trigonometric,Logarithmic,Calculations,Conditionals,Logical,Preprocessor,Assignment,Pointer,L1-Loops,File Name
0,0,0,1,0,0,0,1,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//MainGame/Window.java
0,0,0,2,0,0,0,7,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//MainGame/MainClass.java
0,0,0,0,0,0,0,1,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//apackage/Room.java
0,0,0,3,0,0,0,5,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//apackage/Map.java
0,0,0,20,17,11,0,25,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//apackage/TextArea.java
0,0,0,6,27,17,0,37,0,6,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//apackage/Encounter.java
0,0,0,39,24,12,0,23,0,1,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//apackage/Building.java
0,0,0,4,5,0,0,12,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/BattleGraphics.java
0,0,0,35,27,12,0,32,0,1,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/BossBattleSpace.java
0,0,0,35,34,13,0,34,0,6,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/BattleSpace.java
1,0,0,2,1,1,0,11,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/Enemy.java
0,0,0,0,7,0,0,4,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/Battle.java
1,0,0,1,2,1,0,14,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/Player.java
0,0,0,0,1,2,0,9,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//battlePackage/EnemyList.java
0,0,0,2,5,0,0,18,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//Menu/Menu.java
0,0,0,20,8,6,0,39,0,2,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//Menu/Game.java
0,0,0,0,2,2,0,15,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//Menu/Main.java
0,0,0,0,0,0,0,5,0,0,/Users/matt/Desktop/Code/CSI-3471/Group Project/BaylorRPG/src/main/java//Story/Boss.java

Totals
2,0,0,170,160,77,0,292,0

                            TOTAL OCCURRENCES OF Java COMPLEXITY COUNTS                            
Math Functions,,Trigonometric,,Logarithmic,,Calculations,,Conditionals,,Logical,,Preprocessor,,Assignment,,Pointer
Math.abs,2,Math.acos,0,Math.log,0,%,0,case,25,&&,9,,,=,292
Math.cbrt,0,Math.asin,0,Math.log10,0,^,0,else,31,||,20,,,,
Math.ceil,0,Math.atan,0,Math.log1p,0,++,0,else if,13,==,17,,,,
Math.copySign,0,Math.atan2,0,,,+,144,for,10,!,9,,,,
Math.E,0,Math.cos,0,,,--,0,if,72,>,10,,,,
Math.exp,0,Math.cosh,0,,,-,11,switch,3,<,12,,,,
Math.expm1,0,Math.sin,0,,,*,13,while,6,>=,0,,,,
Math.floor,0,Math.sinh,0,,,/,2,?,0,=<,0,,,,
Math.getExponent,0,Math.tan,0,,,>>,0,,,,,,,,
Math.hypot,0,Math.tanh,0,,,<<,0,,,,,,,,
Math.IEEEremainder,0,,,,,,,,,,,,,,
Math.max,0,,,,,,,,,,,,,,
Math.min,0,,,,,,,,,,,,,,
Math.nextAfter,0,,,,,,,,,,,,,,
Math.nextUp,0,,,,,,,,,,,,,,
Math.PI,0,,,,,,,,,,,,,,
Math.pow,0,,,,,,,,,,,,,,
Math.random,0,,,,,,,,,,,,,,
Math.rint,0,,,,,,,,,,,,,,
Math.round,0,,,,,,,,,,,,,,
Math.scalb,0,,,,,,,,,,,,,,
Math.signum,0,,,,,,,,,,,,,,
Math.sqrt,0,,,,,,,,,,,,,,
Math.toRadians,0,,,,,,,,,,,,,,
Math.toDegrees,0,,,,,,,,,,,,,,
Math.ulp,0,,,,,,,,,,,,,,
